"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.CycISC","log2fold_change","Auc"
"568","Hmgb2","hurdle",0,1.999272,3.58077,1.581498,0.854
"1393","Tubb5","hurdle",0,2.003798,3.518712,1.514914,0.849
"1275","Stmn1","hurdle",0,2.167968,3.550288,1.38232,0.846
"1388","Tuba1b","hurdle",0,1.644907,3.104442,1.459535,0.827
"1358","Top2a","hurdle",0,0.1669197,1.9263096,1.7593899,0.811
"119","Birc5","hurdle",0,0.6529694,2.1755763,1.5226069,0.81
"1407","Ube2c","hurdle",0,1.006199,2.740285,1.734086,0.806
"1035","Ptma","hurdle",0,4.427779,5.215008,0.787229,0.802
"529","H2afz","hurdle",0,2.309268,3.338033,1.028765,0.794
"527","H2afx","hurdle",0,0.4329594,1.9699003,1.5369409,0.794
"162","Ccdc34","hurdle",0,1.386652,2.608066,1.221414,0.793
"567","Hmgb1","hurdle",0,0.7799348,2.1098722,1.3299374,0.78
"179","Cd81","hurdle",0,2.690663,3.551487,0.860824,0.778
"265","Cks1b","hurdle",0,0.04667587,1.45161211,1.40493624,0.776
"16","2810417H13Rik","hurdle",0,0.7706111,2.2129244,1.4423133,0.776
"531","H3f3b","hurdle",0,3.687549,4.408509,0.720959999999999,0.773
"1247","Spc24","hurdle",0,-0.132613,1.298009,1.430622,0.771
"1057","Ran","hurdle",0,2.618252,3.491801,0.873549,0.77
"267","Cks2","hurdle",0,-0.04817254,1.39722298,1.44539552,0.767
"196","Cdk1","hurdle",0,-0.6081076,1.0729778,1.6810854,0.764
"14","2700094K13Rik","hurdle",0,0.9202311,2.0247458,1.1045147,0.763
"526","H2afv","hurdle",0,2.790104,3.563157,0.773053,0.758
"609","Ifitm3","hurdle",0,3.94451,4.788074,0.843564,0.755
"269","Clca3b","hurdle",0,2.10713,3.036718,0.929588,0.753
"571","Hmgn1","hurdle",0,1.925779,2.812669,0.88689,0.748
"190","Cdca3","hurdle",0,0.03402083,1.34802369,1.31400286,0.748
"63","Anp32b","hurdle",0,1.602731,2.505048,0.902317,0.748
"979","Ppia","hurdle",0,2.681177,3.459811,0.778634,0.745
"195","Cdca8","hurdle",0,-0.6381738,0.850413,1.4885868,0.745
"911","Pbk","hurdle",0,-1.0648967,0.6416274,1.7065241,0.744
"867","Nucks1","hurdle",0,0.2973276,1.4436333,1.1463057,0.743
"1212","Smc4","hurdle",0,-0.5691997,0.9464709,1.5156706,0.739
"1058","Ranbp1","hurdle",0,2.560226,3.348042,0.787816,0.738
"1260","Srsf3","hurdle",0,1.772236,2.618144,0.845908,0.734
"212","Cenpa","hurdle",0,0.1836584,1.6231717,1.4395133,0.733
"1392","Tubb4b","hurdle",0,1.39286,2.331436,0.938576,0.732
"1166","Serinc3","hurdle",0,1.476747,2.333506,0.856759,0.731
"569","Hmgb3","hurdle",0,0.3250481,1.3918769,1.0668288,0.727
"1232","Snrpg","hurdle",0,2.451273,3.148416,0.697143,0.726
"813","Ncl","hurdle",0,1.70264,2.548398,0.845758,0.725
"740","Mif","hurdle",0,2.532057,3.265865,0.733808,0.725
"608","Ifitm2","hurdle",0,2.583495,3.282549,0.699054,0.725
"530","H3f3a","hurdle",6.917038599797e-305,2.583314,3.215601,0.632287,0.725
"178","Cd74","hurdle",3.63677378339828e-292,3.618375,4.318051,0.699676,0.725
"689","Lsm2","hurdle",0,0.6346252,1.5529016,0.9182764,0.724
"1293","Sypl","hurdle",0,1.234374,2.152613,0.918239,0.721
"596","Hsp90aa1","hurdle",0,1.396337,2.251998,0.855661,0.721
"326","Dek","hurdle",0,0.1160777,1.2290871,1.1130094,0.721
"167","Ccnb2","hurdle",0,-0.7390328,0.8357539,1.5747867,0.721
"148","Calm2","hurdle",1.50908460936727e-290,2.388748,3.083949,0.695201,0.72
"576","Hn1","hurdle",1.23248551732261e-306,1.918298,2.667934,0.749636,0.719
"1228","Snrpd1","hurdle",2.47032822920623e-323,1.196073,2.009963,0.81389,0.718
"1263","Srsf7","hurdle",3.26972644417737e-320,1.127951,1.997186,0.869235,0.717
"691","Lsm4","hurdle",4.23167225663028e-320,2.132898,2.836922,0.704024,0.717
"580","Hnrnpa2b1","hurdle",1.432672898452e-312,2.16123,2.86551,0.70428,0.717
"293","Cps1","hurdle",0,1.873632,2.6222,0.748568,0.717
"199","Cdk4","hurdle",1.03753785626662e-322,1.701164,2.476167,0.775003,0.716
"215","Cenpf","hurdle",0,-1.458572,0.4101098,1.8686818,0.715
"1226","Snrpb","hurdle",1.06460853176984e-303,1.733159,2.454163,0.721004,0.714
"830","Nhp2","hurdle",0,1.682799,2.446032,0.763233,0.714
"745","Mki67","hurdle",0,-0.8609199,0.4858801,1.3468,0.714
"208","Cdo1","hurdle",0,0.1117828,1.1946386,1.0828558,0.714
"55","Amica1","hurdle",3.45845952088873e-323,1.628866,2.418055,0.789189,0.713
"1129","Rps3a1","hurdle",6.04822941918389e-248,4.796297,5.30871,0.512413,0.712
"350","Dut","hurdle",6.675968068144e-316,0.8329074,1.7539401,0.9210327,0.712
"1103","Rnaseh2c","hurdle",5.45175793417216e-302,0.5848799,1.4574023,0.8725224,0.71
"543","Hdgf","hurdle",1.0752127045197e-297,1.551273,2.309561,0.758288,0.71
"165","Ccna2","hurdle",0,-1.0042824,0.3849841,1.3892665,0.71
"1331","Tk1","hurdle",0,-0.3857556,0.8491551,1.2349107,0.709
"504","Gpx2","hurdle",4.25573615878092e-295,3.284881,3.976753,0.691872,0.709
"1230","Snrpe","hurdle",1.74216570723762e-289,1.521524,2.243789,0.722265,0.708
"1176","Sf3b5","hurdle",2.36740229413468e-291,1.20712,1.95536,0.74824,0.708
"141","Bub3","hurdle",6.40026005987010e-310,-0.02797063,1.10410467,1.1320753,0.708
"83","Ascl2","hurdle",1.55763202457545e-311,0.08865803,1.21802028,1.12936225,0.708
"182","Cdc20","hurdle",0,-0.8847516,0.6755193,1.5602709,0.707
"493","Gm8730","hurdle",6.96186607794365e-275,3.259124,4.0986,0.839476,0.706
"1169","Set","hurdle",1.80436183037431e-297,1.355568,2.123046,0.767478,0.705
"1164","Serbp1","hurdle",8.96214362787889e-286,2.196505,2.861398,0.664893,0.705
"1229","Snrpd2","hurdle",4.59102994762162e-290,2.049575,2.708037,0.658462,0.704
"597","Hsp90ab1","hurdle",5.71694243523859e-274,3.78888,4.397214,0.608334,0.704
"851","Npm1","hurdle",9.80849209082022e-306,3.225911,3.874249,0.648338,0.703
"953","Pmf1","hurdle",3.61181895215876e-293,-0.1285425,0.9047006,1.0332431,0.702
"1347","Tmpo","hurdle",5.64331109005418e-285,0.02597861,1.00637871,0.9804001,0.701
"1210","Smc2","hurdle",0,-1.3487461,0.1664751,1.5152212,0.701
"898","Pabpc1","hurdle",1.26918218361767e-273,3.501819,4.078989,0.57717,0.701
"684","Lockd","hurdle",0,-0.9623219,0.3908745,1.3531964,0.701
"760","Mrfap1","hurdle",3.85946816041008e-264,1.624049,2.274943,0.650894,0.699
"381","Eif4a1","hurdle",6.68391644681621e-257,2.336547,2.919842,0.583295,0.699
"523","H2-Eb1","hurdle",1.08800967915607e-252,1.813195,2.654603,0.841408,0.698
"582","Hnrnpab","hurdle",5.43730957305246e-263,1.516117,2.189956,0.673839,0.697
"519","H2-Aa","hurdle",1.1970292678308e-253,1.486179,2.383456,0.897277,0.697
"361","Eef1b2","hurdle",5.88919785996101e-262,3.318348,3.865877,0.547529,0.697
"349","Dtymk","hurdle",8.84882589785328e-269,0.6383127,1.4997026,0.8613899,0.697
"319","Dctpp1","hurdle",3.48832011942518e-284,1.512212,2.207634,0.695422,0.697
"1132","Rpsa","hurdle",8.59328517556807e-234,4.444959,4.947544,0.502585,0.696
"1125","Rpl4","hurdle",2.3360309152149e-235,4.310466,4.820399,0.509933,0.696
"1130","Rps6","hurdle",2.92871821632427e-240,4.248141,4.757475,0.509334,0.695
"226","Cenpw","hurdle",5.91737444944229e-298,-0.6977387,0.4131774,1.1109161,0.695
"1121","Rpl15","hurdle",2.07432155845613e-255,2.220771,2.862271,0.6415,0.694
"1094","Rgcc","hurdle",2.57963742603815e-298,-0.3476022,1.0710369,1.4186391,0.694
"929","Pglyrp1","hurdle",2.76610812988507e-248,2.30454,3.005555,0.701015,0.694
"695","Lsm8","hurdle",1.47735143538557e-261,0.09534445,1.0200809,0.92473645,0.693
"554","Hist1h2ae","hurdle",0,-1.68942,0.1616192,1.8510392,0.693
"1439","Wbp5","hurdle",2.72142494677066e-257,1.000635,1.776084,0.775449,0.692
"1259","Srsf2","hurdle",1.5135427931537e-253,1.48197,2.159124,0.677154,0.692
"690","Lsm3","hurdle",2.09970762745697e-255,0.4937468,1.2985625,0.8048157,0.692
"1120","Rpl12","hurdle",5.14237634030501e-251,4.165185,4.685051,0.519865999999999,0.691
"945","Pkig","hurdle",1.37974921255449e-240,1.381726,2.09233,0.710604,0.691
"868","Nudc","hurdle",9.71485757165215e-248,0.7459729,1.526862,0.7808891,0.691
"278","Cnbp","hurdle",6.30602053954347e-247,1.925861,2.565426,0.639565,0.691
"111","Bcas2","hurdle",2.02060560063974e-248,0.7485571,1.5401744,0.7916173,0.691
"80","Arl6ip1","hurdle",8.23767427369662e-275,0.5790839,1.666521,1.0874371,0.691
"1447","Wdr89","hurdle",2.41378435466171e-250,2.712715,3.266337,0.553622,0.69
"1231","Snrpf","hurdle",2.86144990349680e-262,1.858032,2.47861,0.620578,0.689
"449","Fermt1","hurdle",4.82483859370826e-239,0.8550033,1.6837,0.8286967,0.689
"385","Eif5a","hurdle",1.35856153173813e-242,3.00694,3.548545,0.541605,0.689
"364","Eef1g","hurdle",2.38294953897405e-251,3.630698,4.151756,0.521058,0.689
"1404","Ubald2","hurdle",1.01977863079237e-247,0.6788463,1.5309471,0.8521008,0.688
"620","Impdh2","hurdle",9.53613166191549e-279,1.792414,2.44703,0.654616,0.688
"520","H2-Ab1","hurdle",3.2328331231137e-223,2.27856,3.034673,0.756113,0.688
"1398","Tyms","hurdle",2.53909214889174e-258,-0.3666527,0.7488498,1.1155025,0.686
"905","Park7","hurdle",4.11759020127598e-228,2.022452,2.614965,0.592513,0.686
"243","Cfl1","hurdle",6.69579446668024e-211,2.435923,2.997005,0.561082,0.686
"883","Nusap1","hurdle",0,-1.77114165,0.01497465,1.7861163,0.685
"1250","Sptssa","hurdle",1.22794318756283e-221,1.525242,2.16024,0.634998,0.684
"869","Nudcd2","hurdle",1.15717752443479e-237,0.07915668,0.99186136,0.91270468,0.684
"54","Alyref","hurdle",2.62653629552518e-231,0.5714933,1.3650214,0.7935281,0.684
"872","Nudt21","hurdle",1.75094912434404e-230,0.4938568,1.2841135,0.7902567,0.683
"831","Nhp2l1","hurdle",2.72889350761541e-226,0.9290458,1.6507241,0.7216783,0.681
"144","C1qbp","hurdle",1.91905342797938e-248,1.877896,2.48753,0.609634,0.681
"1399","U2af1","hurdle",1.55517709982724e-221,0.9746176,1.6696597,0.6950421,0.68
"612","Igfbp4","hurdle",7.61822474332953e-229,0.2960663,1.1783035,0.8822372,0.68
"924","Pebp1","hurdle",2.69818031114159e-214,1.480083,2.120338,0.640255,0.679
"289","Cotl1","hurdle",2.53795337238835e-218,1.015272,1.756492,0.74122,0.679
"166","Ccnb1","hurdle",5.55329785925561e-321,-1.3972992,0.2133742,1.6106734,0.679
"835","Nme1","hurdle",1.74112603776347e-228,2.518547,3.081808,0.563261,0.678
"1248","Spc25","hurdle",9.88131291682493e-324,-1.66907696,-0.08776325,1.58131371,0.677
"1065","Rbbp7","hurdle",3.82487472481898e-217,0.1968298,1.0481976,0.8513678,0.677
"995","Prdx4","hurdle",7.98970708859846e-215,0.2525126,1.098187,0.8456744,0.677
"272","Clic1","hurdle",1.08246266014675e-205,1.472566,2.130521,0.657955,0.677
"219","Cenpm","hurdle",1.03750791986695e-272,-1.205736,0.04648645,1.25222245,0.677
"101","Axin2","hurdle",1.92950931366984e-227,-0.1322733,0.8521721,0.9844454,0.677
"193","Cdca7","hurdle",1.23316476700426e-214,0.31512,1.15691,0.84179,0.676
"99","Aurkb","hurdle",1.09830793070509e-320,-1.6548592,-0.1736249,1.4812343,0.676
"1241","Sox4","hurdle",4.32799776521502e-216,0.6089515,1.4087102,0.7997587,0.675
"999","Prmt1","hurdle",9.05342772540776e-212,0.4464382,1.2265705,0.7801323,0.674
"137","Btf3","hurdle",1.14308224886918e-200,2.34846,2.872956,0.524496,0.674
"552","Hist1h1e","hurdle",8.50905078114786e-309,-1.5114779,0.1209216,1.6323995,0.673
"362","Eef1d","hurdle",1.1894994820401e-213,2.208187,2.735732,0.527545,0.673
"70","App","hurdle",3.00722840634948e-205,0.3791789,1.1904728,0.8112939,0.673
"1461","Ywhah","hurdle",9.53891917418383e-199,0.8726257,1.5774165,0.7047908,0.672
"1045","Racgap1","hurdle",6.19504427577877e-294,-1.5198948,-0.1367692,1.3831256,0.672
"154","Cbx1","hurdle",3.0692987717835e-206,0.1515196,0.9709647,0.8194451,0.672
"64","Anp32e","hurdle",6.23178311360505e-229,-0.655396,0.3981178,1.0535138,0.672
"28","Aars","hurdle",3.75816713571223e-200,0.3262843,1.1026275,0.7763432,0.672
"1377","Trp53","hurdle",1.03262901722471e-204,0.2070663,1.0209749,0.8139086,0.671
"897","Pa2g4","hurdle",2.21321072658102e-196,0.6724448,1.3930858,0.720641,0.671
"767","Mrpl28","hurdle",1.84223233172116e-194,1.067657,1.692704,0.625047,0.671
"107","Banf1","hurdle",2.60908882539084e-196,1.207388,1.835093,0.627705,0.671
"1217","Smoc2","hurdle",2.37529230209096e-208,0.5098308,1.2500164,0.7401856,0.67
"1269","Ssna1","hurdle",2.85068980939826e-194,0.3569715,1.1116777,0.7547062,0.669
"1123","Rpl27a","hurdle",1.488795787481e-212,2.195795,2.730276,0.534481,0.669
"585","Hnrnpf","hurdle",1.83765601034876e-191,1.577258,2.135586,0.558328,0.669
"477","Gar1","hurdle",6.00566274178618e-198,0.2846647,1.0708211,0.7861564,0.669
"1389","Tuba1c","hurdle",1.53295765502672e-210,-0.3100476,0.7344789,1.0445265,0.668
"802","Nap1l1","hurdle",6.55209147562463e-209,-0.3523413,0.5976619,0.9500032,0.668
"308","Cyba","hurdle",2.43794893498737e-188,1.769875,2.451513,0.681638,0.668
"1305","Tcp1","hurdle",1.40478199936067e-187,0.8808101,1.5304764,0.6496663,0.667
"1277","Stra13","hurdle",1.75188592478789e-198,1.018182,1.622877,0.604695,0.667
"473","G3bp1","hurdle",3.48454799335287e-195,0.7392134,1.3979114,0.658698,0.667
"1298","Taldo1","hurdle",4.19530756368097e-166,2.23713,2.753523,0.516393,0.666
"994","Prc1","hurdle",2.16167183461766e-301,-1.7956742,-0.2731167,1.5225575,0.666
"914","Pcbp2","hurdle",4.3521483717118e-186,1.892408,2.421106,0.528698,0.666
"573","Hmgn5","hurdle",1.85892853075842e-195,-0.1913708,0.6618287,0.8531995,0.666
"495","Gmnn","hurdle",4.74568876850276e-199,-0.2798269,0.6273163,0.9071432,0.666
"323","Ddx39b","hurdle",1.15288807855529e-186,0.378464,1.109998,0.731534,0.666
"588","Hnrnpk","hurdle",1.21300766746142e-182,1.529274,2.113544,0.58427,0.665
"572","Hmgn2","hurdle",3.91029163112327e-231,-1.06944148,0.07431339,1.14375487,0.665
"394","Emg1","hurdle",2.1516122826505e-191,1.334466,1.904313,0.569847,0.665
"1194","Slc12a2","hurdle",1.47312580099752e-225,1.327569,1.944328,0.616759,0.664
"692","Lsm5","hurdle",2.07909144863287e-193,-0.2657886,0.5874389,0.8532275,0.664
"528","H2afy","hurdle",1.60576312462936e-180,0.9112798,1.5934311,0.6821513,0.664
"517","H1f0","hurdle",1.34206207166865e-173,1.232199,1.90927,0.677071,0.664
"1391","Tubb2b","hurdle",8.70944029380678e-214,-0.5263961,0.595263,1.1216591,0.663
"1017","Psma5","hurdle",4.76669249998561e-176,1.201405,1.807769,0.606364,0.663
"855","Nrm","hurdle",5.15629692034131e-226,-1.07922869,0.06394108,1.14316977,0.663
"779","Mt1","hurdle",1.05398905799189e-173,2.01718,2.665649,0.648469,0.662
"699","Lyar","hurdle",1.90459642113693e-188,-0.02355447,0.78271431,0.80626878,0.662
"591","Hnrnpu","hurdle",2.50364523996021e-176,0.674873,1.33658,0.661707,0.662
"404","Erh","hurdle",2.36068418488098e-188,-0.1649024,0.6735308,0.8384332,0.662
"660","Knstrn","hurdle",1.24415717221375e-234,-1.1781285,0.1049902,1.2831187,0.661
"1112","Rnf7","hurdle",6.91117500505093e-172,0.6607323,1.2928373,0.632105,0.66
"772","Mrps17","hurdle",1.04202042501765e-174,0.5009904,1.1900755,0.6890851,0.66
"743","Mis18a","hurdle",6.28727981895748e-219,-1.095689722,-0.008549059,1.087140663,0.66
"417","Ewsr1","hurdle",1.33404090772397e-172,0.5080888,1.175496,0.6674072,0.66
"280","Cnn3","hurdle",5.78345756007809e-184,0.6457587,1.32432,0.6785613,0.66
"1158","Sec11c","hurdle",2.65149814985465e-162,1.032416,1.644937,0.612521,0.659
"1056","Raly","hurdle",1.29774851046763e-169,0.7405122,1.3901481,0.6496359,0.659
"641","Kcne3","hurdle",8.49060286880001e-180,0.9640143,1.641453,0.6774387,0.658
"340","Dnajc9","hurdle",9.84021730114469e-188,-0.5101975,0.4192931,0.9294906,0.658
"1348","Tmprss4","hurdle",6.9887887745177e-170,0.3827481,1.1038937,0.7211456,0.657
"1270","Ssrp1","hurdle",8.66712169380889e-171,0.1293113,0.8614351,0.7321238,0.657
"1074","Rbm8a","hurdle",9.56948368068205e-165,0.6192759,1.2649978,0.6457219,0.657
"1036","Ptms","hurdle",2.64866616301574e-163,0.9589224,1.6266998,0.6677774,0.657
"456","Fkbp3","hurdle",3.38464909847312e-174,0.2351112,0.9831721,0.7480609,0.657
"1289","Swi5","hurdle",1.00154550513096e-163,1.639149,2.145662,0.506513,0.656
"1262","Srsf6","hurdle",8.55413280369588e-166,0.7385636,1.3646693,0.6261057,0.656
"1020","Psmb6","hurdle",7.01565177646068e-156,1.754759,2.264035,0.509276,0.656
"926","Pfdn2","hurdle",4.06754972815978e-165,0.877019,1.477405,0.600386,0.656
"843","Nop10","hurdle",1.52090636608589e-173,1.828718,2.332787,0.504069,0.656
"698","Ly6e","hurdle",2.40978621178575e-166,1.968962,2.5846,0.615638,0.656
"344","Dpy30","hurdle",1.20417631681015e-166,0.8852624,1.4918249,0.6065625,0.656
"1178","Sfpq","hurdle",8.05598468745057e-167,0.1533318,0.9013061,0.7479743,0.655
"1059","Rangap1","hurdle",4.13293695570698e-187,-0.6434883,0.2644694,0.9079577,0.655
"1018","Psma7","hurdle",6.02386982569241e-162,2.141386,2.644705,0.503319,0.655
"986","Ppp1ca","hurdle",2.28961761617331e-158,1.554969,2.087111,0.532142,0.655
"860","Nsmce4a","hurdle",2.28735074642491e-171,-0.1170713,0.6809028,0.7979741,0.655
"352","Dynll1","hurdle",2.9436799858505e-159,0.9465958,1.6959266,0.7493308,0.655
"65","Apex1","hurdle",6.75471058517296e-171,0.1799706,0.9337103,0.7537397,0.655
"1072","Rbm39","hurdle",1.25716513178188e-158,1.23694,1.805436,0.568496,0.654
"852","Npm3","hurdle",1.58320099511747e-168,0.8666905,1.4960103,0.6293198,0.654
"901","Paip2","hurdle",1.10336060877774e-160,0.4928663,1.16502,0.6721537,0.653
"593","Hook1","hurdle",2.35309192359878e-166,-0.01758265,0.77875572,0.79633837,0.653
"1114","Rp9","hurdle",1.36003535175417e-155,1.049433,1.649857,0.600424,0.652
"1015","Psma1","hurdle",1.04804098364498e-151,0.9909237,1.5768087,0.585885,0.652
"973","Polr2j","hurdle",1.5778249384207e-157,0.9705912,1.5356464,0.5650552,0.652
"949","Pla2g5","hurdle",1.15076311247671e-200,-1.0274652,0.1062544,1.1337196,0.652
"765","Mrpl18","hurdle",1.39583681345827e-159,1.417255,1.938781,0.521526,0.652
"614","Ilf2","hurdle",2.9186753727687e-180,-0.610471,0.3229071,0.9333781,0.652
"584","Hnrnpdl","hurdle",5.10577482069562e-166,-0.0373206,0.751276,0.7885966,0.652
"180","Cd9","hurdle",7.07663098496513e-159,0.2775247,1.0196337,0.742109,0.652
"1189","Siva1","hurdle",2.60963890039272e-161,0.2061265,1.0020841,0.7959576,0.651
"649","Kif22","hurdle",2.24264153261756e-257,-1.863962,-0.44948,1.414482,0.651
"550","Hist1h1b","hurdle",2.28223612609018e-314,-2.2488264,-0.4877501,1.7610763,0.651
"1410","Ube2e3","hurdle",1.60719747681976e-157,0.1698148,0.8676604,0.6978456,0.65
"1081","Rcc2","hurdle",1.97400732041414e-161,-0.1358436,0.6372615,0.7731051,0.65
"950","Plk1","hurdle",2.52055557235064e-249,-1.7439024,-0.3490449,1.3948575,0.65
"818","Nedd4","hurdle",6.41767380557974e-155,0.2080055,0.9174792,0.7094737,0.65
"682","Lmnb1","hurdle",5.65364057841275e-187,-1.00148808,-0.01357476,0.98791332,0.65
"1363","Tpx2","hurdle",3.21175326647183e-249,-1.7732584,-0.4298027,1.3434557,0.649
"1284","Sumo3","hurdle",5.22725793927314e-150,0.8365558,1.4187505,0.5821947,0.649
"1266","Ssb","hurdle",2.62256488402431e-155,0.1707786,0.8974169,0.7266383,0.649
"1090","Rfc4","hurdle",1.00029290009825e-186,-0.98974925,0.05480374,1.04455299,0.649
"445","Fbl","hurdle",1.41960034113174e-159,0.5922978,1.2131395,0.6208417,0.649
"378","Eif3i","hurdle",5.02805585285502e-152,1.639944,2.14955,0.509606,0.649
"117","Bcl7c","hurdle",1.20862143445262e-158,-0.0281286,0.7069677,0.7350963,0.649
"1095","Rgmb","hurdle",1.35817884212806e-162,-0.3902158,0.4590854,0.8493012,0.648
"1177","Sf3b6","hurdle",1.19854368567772e-144,0.6630824,1.2450516,0.5819692,0.647
"971","Polr2f","hurdle",3.32814712249565e-146,1.301721,1.80751,0.505789,0.647
"30","Abhd11","hurdle",8.98953764836619e-148,0.3576971,1.0189627,0.6612656,0.647
"10","2310036O22Rik","hurdle",4.1903259786932e-142,0.9824017,1.5412653,0.5588636,0.647
"1309","Tecr","hurdle",5.22479601317588e-143,1.239829,1.770513,0.530684,0.646
"645","Kif11","hurdle",7.33144091344897e-239,-1.8048473,-0.4820394,1.3228079,0.646
"532","Hacd1","hurdle",2.63953285969716e-147,0.7945677,1.3823429,0.5877752,0.646
"56","Anapc11","hurdle",1.54625386948537e-149,0.07018274,0.7488498,0.67866706,0.646
"1342","Tmem176b","hurdle",1.69845517239821e-137,1.085289,1.610755,0.525466,0.645
"1149","Sae1","hurdle",7.65512552628176e-156,-0.3584858,0.4337988,0.7922846,0.645
"1048","Rad21","hurdle",6.07093204467613e-164,-0.6839837,0.2188386,0.9028223,0.645
"927","Pfdn6","hurdle",4.30068385507261e-141,0.577216,1.185099,0.607883,0.645
"621","Incenp","hurdle",9.22491669453835e-221,-1.6153994,-0.3906408,1.2247586,0.645
"276","Cmc2","hurdle",2.02951113355586e-159,-0.446952,0.3276115,0.7745635,0.645
"389","Elof1","hurdle",3.6715331865146e-137,0.6442726,1.2327572,0.5884846,0.644
"1117","Rpa3","hurdle",1.46360309742864e-145,-0.2401267,0.4897599,0.7298866,0.643
"455","Fkbp1a","hurdle",1.18483058266137e-137,1.288589,1.791097,0.502508,0.643
"210","Ceacam1","hurdle",5.56556675369763e-142,0.5267056,1.2039187,0.6772131,0.643
"127","Bola2","hurdle",3.44097440818553e-141,0.8200649,1.3917041,0.5716392,0.643
"701","Mad2l1","hurdle",1.35997740782497e-219,-1.7967504,-0.5179452,1.2788052,0.642
"371","Eif1ax","hurdle",2.57884193437089e-140,0.2985878,0.9546818,0.656094,0.642
"337","Dnajc2","hurdle",1.40152031429541e-147,-0.2170727,0.5710521,0.7881248,0.642
"322","Ddx39","hurdle",1.79852925230993e-140,0.1912772,0.8418378,0.6505606,0.642
"98","Aurka","hurdle",4.37629824349924e-227,-1.7095472,-0.3906408,1.3189064,0.642
"58","Anapc5","hurdle",1.39561205430315e-138,0.1923623,0.8496584,0.6572961,0.642
"1283","Sumo1","hurdle",2.54137810511933e-133,1.074883,1.589821,0.514938,0.641
"1133","Rrm1","hurdle",2.72490947914135e-161,-0.84052395,0.06783944,0.90836339,0.641
"993","Ppp4c","hurdle",3.99252565072836e-132,0.8058668,1.3622023,0.5563355,0.641
"595","Hprt","hurdle",1.28554295688259e-136,0.2851734,0.9337103,0.6485369,0.641
"384","Eif5","hurdle",8.96396857620114e-138,1.365823,1.893127,0.527304,0.641
"259","Cit","hurdle",5.45263879640144e-211,-1.6819441,-0.4482423,1.2337018,0.641
"1413","Ube2t","hurdle",1.50136104570641e-210,-1.6999518,-0.4414537,1.2584981,0.64
"1150","Sap30","hurdle",1.17208758812446e-166,-0.7698731,0.1664751,0.9363482,0.64
"1101","Rnaseh2a","hurdle",9.76248399123998e-151,-0.5798126,0.2458547,0.8256673,0.64
"1091","Rfc5","hurdle",2.46246706485215e-163,-0.97292623,-0.04737826,0.92554797,0.64
"488","Gkn3","hurdle",2.29159318569954e-170,0.8423568,1.4073433,0.5649865,0.64
"377","Eif3g","hurdle",5.55417875398204e-134,0.8117041,1.3757188,0.5640147,0.64
"1294","Tacc3","hurdle",9.5331593722045e-211,-1.7330461,-0.4531996,1.2798465,0.639
"1222","Snrnp40","hurdle",2.44018448579626e-141,-0.2779472,0.4580956,0.7360428,0.639
"935","Phlda1","hurdle",1.03260132929654e-146,0.2419398,0.9630788,0.721139,0.639
"693","Lsm6","hurdle",2.57729301402299e-131,0.4174988,1.0254365,0.6079377,0.639
"605","Idh2","hurdle",6.59828705598475e-137,0.1004113,0.7987016,0.6982903,0.639
"563","Hjurp","hurdle",1.69771882981361e-139,-0.2502262,0.489114,0.7393402,0.639
"170","Cct2","hurdle",4.47535267972185e-128,0.7906323,1.3553076,0.5646753,0.639
"1397","Txnl1","hurdle",1.69792120558723e-132,0.2946776,1.0004986,0.705821,0.638
"1381","Tsn","hurdle",2.98386420148995e-133,0.139052,0.8114168,0.6723648,0.638
"988","Ppp1r14b","hurdle",9.63197288306168e-136,0.71535,1.307566,0.592216,0.638
"984","Ppil1","hurdle",2.43322782001817e-137,-0.1356734,0.5753184,0.7109918,0.638
"965","Pole3","hurdle",8.37569298596865e-144,-0.4053201,0.3811598,0.7864799,0.638
"617","Imp3","hurdle",8.71058967105381e-132,0.4219,1.045784,0.623884,0.638
"177","Cd44","hurdle",1.20330880004224e-162,-0.981466158,0.001902993,0.983369151,0.638
"1254","Srrm2","hurdle",7.85377809520468e-126,0.9332709,1.4796832,0.5464123,0.637
"884","Nxt1","hurdle",8.85059589485196e-145,-0.6010404,0.193291,0.7943314,0.637
"806","Ncapd2","hurdle",2.23522356962855e-208,-1.7945989,-0.5627816,1.2318173,0.637
"214","Cenpe","hurdle",9.64381738897876e-229,-1.9499382,-0.5587689,1.3911693,0.637
"126","Bola1","hurdle",1.12783246887569e-132,0.02658714,0.69749315,0.67090601,0.637
"1242","Sox9","hurdle",1.63531957425551e-134,0.02521759,0.72381183,0.69859424,0.636
"369","Ehf","hurdle",1.19390308273826e-132,-0.07387012,0.64829622,0.72216634,0.636
"1098","Rhno1","hurdle",1.23546039012182e-161,-1.1816385,-0.1957834,0.9858551,0.635
"1097","Rheb","hurdle",5.33838281399532e-126,0.1731164,0.7989622,0.6258458,0.635
"856","Nrtn","hurdle",1.33999665898685e-139,-0.4967999,0.2925041,0.789304,0.635
"829","Ngfrap1","hurdle",1.15255910681054e-136,-0.3702528,0.3657604,0.7360132,0.635
"792","Myl12a","hurdle",2.28096627694334e-123,1.091045,1.61535,0.524305,0.635
"771","Mrps12","hurdle",1.53714080132708e-122,0.7212824,1.2500164,0.528734,0.635
"476","Gadd45gip1","hurdle",7.39227768932843e-122,0.8521739,1.3797318,0.5275579,0.635
